City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,tera,14.0078,0.7531,34.65,38,56,5.83,NE,1689891243
368,rawai,7.7797,98.3253,29.99,74,88,7.4,TH,1689891244
369,pompeu,-19.2244,-44.9353,19.9,62,93,5.54,BR,1689891244
370,sao joao da barra,-21.6403,-41.0511,20.05,73,95,5.09,BR,1689891020
371,bulanash,57.2783,61.9965,13.02,96,76,2.44,RU,1689891244
372,coahuayana de hidalgo,18.7,-103.6583,33.99,49,97,3.06,MX,1689891226
373,fomboni,-12.28,43.7425,25.99,77,97,7.46,KM,1689891244
374,yarmouth,41.7057,-70.2286,27.08,73,0,3.09,US,1689891020
375,aioun,16.6614,-9.6149,35.56,32,100,8.24,MR,1689891238
376,kavalerovo,44.2661,135.0572,21.95,68,5,0.72,RU,1689891156
377,isangel,-19.55,169.2667,22.06,67,12,6.06,VU,1689891245
378,clodomira,-27.5744,-64.1311,18.98,47,39,3.81,AR,1689891245
379,oranjemund,-28.55,16.4333,13.86,43,0,3.74,NA,1689891021
380,praia da vitoria,38.7333,-27.0667,22.14,94,20,2.61,PT,1689891142
381,olyokminsk,60.3736,120.4264,14.97,94,100,1.93,RU,1689891245
382,paita,-5.0892,-81.1144,23.17,77,0,7.82,PE,1689891208
383,'ain benian,36.8028,2.9219,29.03,58,2,1.39,DZ,1689891245
384,papao,-17.75,-149.55,25.82,65,23,7.91,PF,1689891142
385,qaryat suluq,31.6682,20.2521,27.92,59,0,3.83,LY,1689891246
386,bucerias,20.75,-105.3333,33.32,74,75,5.14,MX,1689891246
387,altamira,-3.2033,-52.2064,28.47,51,33,0.68,BR,1689891246
388,salies-de-bearn,43.4742,-0.9245,19.97,94,56,1.24,FR,1689891246
389,tazacorte,28.629,-17.9293,23.54,92,75,7.72,ES,1689891022
390,bengkulu,-3.8004,102.2655,23.56,90,93,2.05,ID,1689891022
391,idri,27.5,13.2667,31.01,19,0,3.3,LY,1689891246
392,al kharj,24.155,47.3346,34.32,10,95,1.74,SA,1689891247
393,chongwe,-15.3292,28.682,14.32,58,0,1.7,ZM,1689891247
394,lompoc,34.6391,-120.4579,34.32,77,75,4.63,US,1689890911
395,nova xavantina,-14.6667,-52.35,26.31,28,81,1.82,BR,1689891247
396,uturoa,-16.7333,-151.4333,24.44,64,12,8.24,PF,1689891022
397,namdrik,5.5994,168.1028,28.04,80,100,8.63,MH,1689891247
398,eilenburg,51.4598,12.6334,16.18,50,100,0.38,DE,1689891247
399,siwa oasis,29.2041,25.5195,32.84,19,0,1.99,EG,1689891248
400,privolzhskiy,51.4,46.0333,19.61,41,0,3.7,RU,1689891248
401,kailua-kona,19.6406,-155.9956,31.44,85,75,6.17,US,1689890747
402,takoradi,4.8845,-1.7554,24.6,89,8,2.8,GH,1689890960
403,hundested,55.9667,11.8667,15.46,74,62,4.47,DK,1689891248
404,nhamunda,-2.1861,-56.7131,29.14,47,48,1.39,BR,1689891248
405,kourou,5.1552,-52.6478,25.03,83,12,2.53,GF,1689891023
406,midvagur,62.0511,-7.1939,9.46,93,100,6.17,FO,1689891248
407,port-vila,-17.7338,168.3219,24.78,78,75,4.63,VU,1689891249
408,gambela,8.25,34.5833,20.87,86,95,1.64,ET,1689891249
409,quellon,-43.1167,-73.6167,12.14,82,75,4.63,CL,1689891249
410,kununurra,-15.7667,128.7333,13.99,82,51,1.54,AU,1689891024
411,balabac,7.9868,117.0645,26.93,85,100,6.42,PH,1689891249
412,alesund,62.4723,6.1549,13.84,93,75,1.54,NO,1689891249
413,oppdal,62.5943,9.6912,8.84,94,100,1.44,NO,1689891249
414,hassi messaoud,31.6804,6.0729,37.92,9,0,2.06,DZ,1689891250
415,bela vista,-22.1089,-56.5211,25.08,54,1,2.65,BR,1689891250
416,palikir - national government center,6.9248,158.1611,25.47,94,100,2.57,FM,1689891231
417,ouadda,8.0777,22.4007,20.35,96,100,0.28,CF,1689891250
418,coquimbo,-29.9533,-71.3436,13.85,94,100,3.6,CL,1689891025
419,fray bentos,-33.1325,-58.2956,13.18,92,17,3.58,UY,1689891250
420,hammerfest,70.6634,23.6821,8.25,93,75,4.63,NO,1689891025
421,trujillo,-8.116,-79.03,22.98,78,0,5.14,PE,1689891104
422,yung shue wan,22.2333,114.1167,28.15,85,100,1.49,HK,1689891025
423,gering,41.8258,-103.6605,19.07,77,100,5.66,US,1689891251
424,usogorsk,63.4106,48.6872,14.84,98,46,2.93,RU,1689891251
425,puerto santander,8.3636,-72.4063,33.67,43,98,1.35,CO,1689891251
426,shimoda,34.6667,138.95,24.5,83,96,5.39,JP,1689891251
427,mokhsogollokh,61.4681,128.9203,12.05,95,100,2.45,RU,1689891151
428,vorkuta,67.5,64.0,17.25,83,42,2.27,RU,1689891251
429,siocon,7.7061,122.1353,25.8,86,93,2.02,PH,1689891251
430,coronel suarez,-37.4547,-61.9334,10.05,67,99,5.21,AR,1689891252
431,gidole,5.65,37.3667,15.29,77,100,0.74,ET,1689891146
432,savino,56.5929,41.2181,12.05,89,8,3.49,RU,1689891252
433,sinabang,2.4803,96.3801,25.53,83,100,1.68,ID,1689891147
434,constantia,44.1833,28.65,21.5,82,90,3.24,RO,1689890782
435,calabazar de sagua,22.6447,-79.8961,24.26,94,100,1.54,CU,1689891252
436,tangalle,6.024,80.7911,26.09,85,76,5.41,LK,1689891147
437,mazamari,-11.3258,-74.5308,25.73,69,68,0.94,PE,1689891252
438,camapua,-19.5314,-54.0439,28.03,33,80,3.16,BR,1689891253
439,winona,43.9666,-91.7668,24.41,62,75,2.57,US,1689890965
440,kerouane,9.2667,-9.0167,22.16,95,99,0.66,GN,1689891253
441,alamosa,37.4695,-105.87,31.99,15,75,7.72,US,1689891253
442,sirte,31.2089,16.5887,27.54,71,0,2.73,LY,1689891253
443,yaren,-0.5472,166.916,27.45,80,100,5.39,NR,1689891253
444,sola,-13.8833,167.55,25.46,82,92,9.65,VU,1689891148
445,east london,-33.0153,27.9116,14.14,51,100,6.19,ZA,1689891027
446,rakops,-21.0167,24.3333,14.02,69,43,8.51,BW,1689891254
447,leava,-14.3,-178.1667,27.84,79,78,4.92,WF,1689891148
448,gonzalez,30.5816,-87.2914,35.48,69,0,5.66,US,1689891254
449,sanya,18.2431,109.505,27.09,94,40,4.0,CN,1689891254
450,panaba,21.2833,-88.2667,24.92,94,98,7.7,MX,1689891254
451,suya,9.4667,3.1833,23.15,91,85,2.7,NG,1689891255
452,princeville,45.7668,-61.2985,24.8,86,0,2.57,CA,1689891148
453,yichun,47.7,128.9,19.99,96,16,0.87,CN,1689891255
454,steinkjer,64.193,11.3851,10.52,96,99,1.13,NO,1689891255
455,morehead city,34.7229,-76.726,32.23,82,0,6.69,US,1689891028
456,sarakhs,36.5449,61.1577,27.72,29,0,3.11,IR,1689891255
457,minas de marcona,-15.2119,-75.1103,16.47,67,7,4.49,PE,1689891028
458,kazanskoye,55.6448,69.235,17.44,80,93,3.16,RU,1689891255
459,lakatoro,-16.0999,167.4164,25.18,77,42,5.02,VU,1689891256
460,nevel'sk,46.6733,141.8633,17.98,92,51,4.05,RU,1689891256
461,altay,47.8667,88.1167,16.9,60,0,2.07,CN,1689891256
462,santiago de cao,-7.9589,-79.2392,23.07,78,0,5.14,PE,1689891256
463,malanje,-9.5402,16.341,18.7,48,13,1.57,AO,1689891256
464,saurimo,-9.6608,20.3916,20.8,32,32,1.55,AO,1689891257
465,old harbour,17.9414,-77.109,33.22,54,11,7.02,JM,1689891257
466,ambovombe,-25.1667,46.0833,19.3,82,51,4.99,MG,1689891257
467,tvoroyri,61.5556,-6.8111,9.95,91,99,7.45,FO,1689891257
468,lerwick,60.1545,-1.1494,10.0,84,100,6.97,GB,1689891220
469,nagireddipalli,14.2667,79.1,27.38,64,100,7.35,IN,1689891257
470,neiafu,-18.65,-173.9833,25.38,83,100,8.75,TO,1689891257
471,federal,-30.9547,-58.7833,14.68,85,20,4.28,AR,1689891257
472,kenai,60.5544,-151.2583,16.05,83,40,4.12,US,1689891150
473,laguna,38.421,-121.4238,40.1,24,0,2.57,US,1689891030
474,machico,32.7,-16.7667,22.62,80,20,5.14,PT,1689891258
475,pembroke,45.8168,-77.1162,17.88,94,100,3.63,CA,1689891050
476,turner,44.2565,-70.2562,27.27,59,36,1.3,US,1689891258
477,ulsteinvik,62.3432,5.8487,13.84,92,100,0.89,NO,1689891030
478,sunne,59.8376,13.143,11.23,84,51,0.88,SE,1689891258
479,zambezi,-13.5432,23.1047,15.4,40,23,2.58,ZM,1689891258
480,nueva imperial,-38.7333,-72.95,13.36,92,100,1.67,CL,1689891258
481,kalach-na-donu,48.691,43.5264,19.29,51,31,1.34,RU,1689891259
482,asha,54.9973,57.2722,14.54,73,64,2.68,RU,1689891259
483,cabedelo,-6.9811,-34.8339,25.37,73,17,7.26,BR,1689891024
484,kayangel,8.0823,134.7173,28.65,79,100,7.96,PW,1689891259
485,qulsary,46.9531,54.0198,24.24,71,4,1.81,KZ,1689891259
486,shohimardon,39.9839,71.8028,20.43,55,17,0.44,UZ,1689891259
487,serro,-18.6047,-43.3794,16.15,96,99,2.69,BR,1689891259
488,yerofey pavlovich,53.9667,121.9667,13.8,67,45,1.32,RU,1689891260
489,childress,34.4264,-100.204,38.84,25,0,2.06,US,1689891260
490,belmonte,-15.8631,-38.8828,22.69,78,71,3.9,BR,1689891032
491,ash shihaniyah,25.3686,51.2264,36.79,41,73,4.17,QA,1689891260
492,lolodorf,3.2333,10.7333,21.04,100,96,0.88,CM,1689891260
493,laojunmiao,39.8333,97.7333,19.9,31,25,2.49,CN,1689891032
494,saint-pierre,-21.3393,55.4781,20.87,73,0,3.09,RE,1689891032
495,trincomalee,8.5711,81.2335,27.53,75,80,10.26,LK,1689891260
496,baranovichi,53.1327,26.0139,11.86,90,59,2.64,BY,1689891260
497,musan-up,42.2261,129.2078,20.88,93,38,1.3,KP,1689891261
498,isola di capo rizzuto,38.96,17.0933,28.17,45,0,3.1,IT,1689891261
499,inhambane,-23.865,35.3833,19.65,69,100,8.58,MZ,1689891152
500,envira,-7.3,-70.2167,29.04,57,60,0.93,BR,1689891261
501,cascais,38.6979,-9.4215,20.52,80,20,7.6,PT,1689891046
502,jamiltepec,16.2833,-97.8167,32.15,50,3,3.78,MX,1689891261
503,broken hill,-31.95,141.4333,5.84,84,2,4.04,AU,1689891033
504,carbonear,47.7332,-53.2148,26.91,79,25,4.33,CA,1689891261
505,banposh,22.25,84.8,26.05,91,96,3.57,IN,1689891261
506,kendari,-3.945,122.4989,22.74,95,27,1.06,ID,1689891262
507,taulaga,-11.0553,-171.0883,27.99,78,20,5.83,AS,1689891262
508,johnstown,40.3267,-78.922,29.61,60,0,3.09,US,1689891020
509,turpan,42.9333,89.1667,34.3,24,91,1.25,CN,1689891033
510,longjumeau,48.695,2.3074,20.6,63,0,3.6,FR,1689891262
511,hami,42.8,93.45,30.5,21,100,10.67,CN,1689891262
512,daru,-9.0763,143.2092,25.2,76,95,4.94,PG,1689891153
513,sao gabriel da cachoeira,-0.1303,-67.0892,27.65,74,73,1.29,BR,1689891262
514,qarazhal,48.0078,70.7903,25.01,28,53,2.44,KZ,1689891262
515,ilhabela,-23.7781,-45.3581,19.02,88,97,6.13,BR,1689891120
516,kiruna,67.8557,20.2251,8.51,100,100,3.6,SE,1689891263
517,kavaratti,10.5669,72.642,28.19,79,100,9.14,IN,1689891154
518,kegen,43.0197,79.2203,12.31,68,3,2.52,KZ,1689891263
519,rosarito,32.3333,-117.0333,32.57,60,82,5.14,MX,1689891034
520,robertsport,6.7533,-11.3686,25.45,88,100,5.63,LR,1689891263
521,baruun-urt,46.6806,113.2792,14.85,84,100,6.55,MN,1689891263
522,mugia,43.1041,-9.2179,18.28,85,0,1.31,ES,1689891035
523,luderitz,-26.6481,15.1594,14.81,48,0,3.16,NA,1689891035
524,kyzylorda,44.8528,65.5092,23.01,46,0,3.0,KZ,1689891264
525,semnan,35.5729,53.3971,29.59,37,67,3.46,IR,1689891035
526,gudul,40.2105,32.2455,22.67,52,0,2.42,TR,1689891264
527,flying fish cove,-10.4217,105.6791,23.82,83,75,5.66,CX,1689891264
528,brookings,44.3114,-96.7984,26.77,52,40,4.63,US,1689891036
529,posto fiscal rolim de moura,-13.0833,-62.2667,28.06,40,0,1.04,BR,1689891264
530,kingston,17.997,-76.7936,32.36,62,7,1.34,JM,1689891033
531,lesogorsk,56.0458,99.5136,12.74,69,0,1.45,RU,1689891264
532,lenino,45.2986,35.7771,22.72,75,8,3.41,UA,1689891264
533,alpena,45.0617,-83.4327,20.14,96,100,4.12,US,1689891265
534,jogeva,58.7467,26.3939,11.05,97,9,2.28,EE,1689891265
535,guatrache,-37.6678,-63.5302,12.95,52,100,8.57,AR,1689891265
536,newman,37.3138,-121.0208,38.19,7,0,1.35,US,1689891090
537,soto la marina,23.7667,-98.2167,36.51,36,4,8.92,MX,1689891265
538,ad dabbah,18.05,30.95,36.71,14,59,1.87,SD,1689891155
539,isiro,2.7739,27.616,19.1,93,72,0.95,CD,1689891265
540,huai yot,7.7893,99.6348,25.79,96,100,0.95,TH,1689891265
541,piacabucu,-10.4056,-36.4344,22.87,85,37,5.31,BR,1689891255
542,kapuskasing,49.4169,-82.4331,23.05,53,75,2.57,CA,1689891156
543,howard springs,-12.497,131.047,20.95,53,45,2.44,AU,1689891183
544,paros,37.0833,25.15,30.4,61,0,3.13,GR,1689891266
545,salekhard,66.53,66.6019,16.62,92,66,2.13,RU,1689891266
546,mili,6.0815,171.735,28.33,81,98,8.67,MH,1689891156
547,nizhneudinsk,54.9076,99.0276,11.17,92,0,1.53,RU,1689891266
548,paphos,34.7667,32.4167,23.88,41,0,3.09,CY,1689891267
549,sassandra,4.95,-6.0833,24.23,91,22,3.14,CI,1689891267
550,rubtsovsk,51.5,81.25,17.85,72,33,3.92,RU,1689891267
551,geraldton,-28.7667,114.6,5.23,93,0,5.14,AU,1689891157
552,gagra,43.3283,40.2239,20.51,73,0,1.66,GE,1689891267
553,kill devil hills,36.0307,-75.676,31.0,78,0,4.12,US,1689891038
554,bodo,67.28,14.405,13.3,95,20,2.06,NO,1689891216
555,aripuana,-9.1667,-60.6333,28.04,40,32,0.99,BR,1689890987
556,dahlonega,34.5326,-83.9849,24.66,59,100,3.68,US,1689891267
557,hosur,12.7167,77.8167,21.95,82,97,8.46,IN,1689891268
558,tadine,-21.55,167.8833,21.28,60,1,6.95,NC,1689891157
559,tchintabaraden,15.8969,5.7985,33.98,32,95,5.36,NE,1689891268
560,gobernador virasora,-28.05,-56.0333,20.02,87,63,1.34,AR,1689891268
561,al ghayzah,16.2079,52.176,25.31,90,31,3.0,YE,1689891268
562,caleta de carquin,-11.0925,-77.6267,21.03,72,6,4.05,PE,1689891268
563,langsa,4.4683,97.9683,23.07,96,99,1.05,ID,1689891268
564,morondava,-20.2833,44.2833,21.86,59,0,4.94,MG,1689891039
565,upper grand lagoon,30.1633,-85.7408,33.08,73,37,2.68,US,1689891269
566,talipparamba,12.05,75.35,25.13,89,100,3.97,IN,1689891269
567,baiti,13.745,-14.7482,26.8,76,100,2.04,SN,1689891269
568,tanauan,14.0863,121.1498,27.08,95,98,0.81,PH,1689891269
569,severo-yeniseyskiy,60.3725,93.0408,13.71,63,0,1.77,RU,1689891269
570,ranau,5.9538,116.6641,20.96,97,100,0.47,MY,1689891040
571,tofol,5.3248,163.0078,28.05,80,100,9.23,FM,1689891200
572,dhidhdhoo,6.8833,73.1,28.16,80,100,7.7,MV,1689891270
573,wenchang,30.904,118.4887,25.66,93,100,1.17,CN,1689891270
574,goz beida,13.95,20.55,29.73,48,83,2.55,TD,1689891270
575,ishigaki,24.3448,124.1572,27.07,89,20,0.0,JP,1689891270
576,arraial do cabo,-22.9661,-42.0278,20.92,68,75,4.63,BR,1689890965
577,obihiro,42.9172,143.2044,18.52,88,15,0.62,JP,1689891270
578,sao miguel do araguaia,-13.275,-50.1628,26.14,25,93,2.22,BR,1689891270
579,dives-sur-mer,49.2818,-0.1013,15.55,74,100,3.56,FR,1689891270
580,erdenet,49.0333,104.0833,11.66,93,15,1.87,MN,1689891271
581,starobesheve,47.7504,38.0305,21.31,52,100,3.03,UA,1689891271
582,kakinada,16.9333,82.2167,24.55,92,100,5.28,IN,1689891271
583,ola,59.5833,151.2833,15.69,79,17,1.91,RU,1689891041
584,bakchar,57.0186,82.0711,14.52,99,43,2.0,RU,1689891271
585,adrar,20.5022,-10.0711,36.8,7,0,3.11,MR,1689891271
586,alice springs,-23.7,133.8833,7.75,81,0,3.09,AU,1689891041
587,lorengau,-2.0226,147.2712,28.08,78,26,4.02,PG,1689891041
588,island harbour,50.724,-1.2758,16.77,76,70,0.45,GB,1689891272
589,i-n-salah,27.1935,2.4607,36.63,9,0,6.23,DZ,1689891272
590,penafiel,41.2084,-8.2829,16.72,86,4,1.2,PT,1689891272
